Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Sex offenses - Non-forcible,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson,Forcible sex offense incidence rate,Non-forcible sex offense incidence rate,Robbery incidence rate,Aggravated assault rate,Burglary incidence rate,Motor vehicle theft incidence rate,Arson incidence rate,State,lat,long
2001,104151,Arizona State University-Tempe,1,Tempe Campus,45693,0,0,12,1,2,22,127,59,2,0.0262622284,0.002188519,0.0043770381,0.0481474186,0.2779419167,0.1291226227,0.0043770381,AZ,33.416922,-111.936307
2002,104151,Arizona State University-Tempe,1,Tempe Campus,47359,1,0,7,0,2,23,153,105,9,0.0147807175,0,0.0042230621,0.0485652146,0.3230642539,0.2217107625,0.0190037796,AZ,33.416922,-111.936307
2003,104151,Arizona State University-Tempe,1,Tempe Campus,48901,0,0,9,0,1,30,148,112,2,0.0184045316,0,0.002044948,0.0613484387,0.3026522975,0.2290341711,0.0040898959,AZ,33.416922,-111.936307
2004,104151,Arizona State University-Tempe,1,Tempe Campus,49171,0,0,10,0,4,19,180,122,3,0.0203371906,0,0.0081348762,0.0386406622,0.3660694312,0.2481137256,0.0061011572,AZ,33.416922,-111.936307
2005,104151,Arizona State University-Tempe,1,Tempe Campus,51612,0,0,10,0,6,18,153,72,1,0.0193753391,0,0.0116252034,0.0348756103,0.2964426877,0.1395024413,0.0019375339,AZ,33.416922,-111.936307
2006,104151,Arizona State University-Tempe,1,Tempe Campus,51234,0,0,8,0,4,20,129,70,2,0.0156146309,0,0.0078073155,0.0390365773,0.2517859234,0.1366280205,0.0039036577,AZ,33.416922,-111.936307
2007,104151,Arizona State University-Tempe,1,Tempe Campus,51481,0,0,6,0,5,16,119,67,4,0.0116547853,0,0.0097123211,0.0310794274,0.231153241,0.1301451021,0.0077698568,AZ,33.416922,-111.936307
2008,104151,Arizona State University-Tempe,1,Tempe Campus,67082,0,0,3,0,5,15,116,51,6,0.0044721386,0,0.0074535643,0.0223606929,0.1729226916,0.0760263558,0.0089442772,AZ,33.416922,-111.936307
2008,104151,Arizona State University-Tempe,2,Downtown Phoenix Campus,67082,0,0,1,0,1,0,1,0,0,0.0014907129,0,0.0014907129,0,0.0014907129,0,0,AZ,33.416922,-111.936307
2008,104151,Arizona State University-Tempe,3,Polytechnic Campus,67082,0,0,0,0,0,1,7,1,2,0,0,0,0.0014907129,0.01043499,0.0014907129,0.0029814257,AZ,33.416922,-111.936307
2008,104151,Arizona State University-Tempe,4,West Campus,67082,0,0,0,0,0,0,8,5,0,0,0,0,0,0.0119257029,0.0074535643,0,AZ,33.416922,-111.936307
2009,104151,Arizona State University-Tempe,1,Tempe Campus,68064,0,0,3,0,5,20,119,29,0,0.0044076164,0,0.0073460273,0.0293841091,0.174835449,0.0426069582,0,AZ,33.416922,-111.936307
2009,104151,Arizona State University-Tempe,2,Downtown Phoenix Campus,68064,0,0,1,0,3,0,1,0,0,0.0014692055,0,0.0044076164,0,0.0014692055,0,0,AZ,33.416922,-111.936307
2009,104151,Arizona State University-Tempe,3,Polytechnic Campus,68064,0,0,1,0,1,1,4,1,0,0.0014692055,0,0.0014692055,0.0014692055,0.0058768218,0.0014692055,0,AZ,33.416922,-111.936307
2009,104151,Arizona State University-Tempe,4,West Campus,68064,0,0,0,0,0,1,3,4,0,0,0,0,0.0014692055,0.0044076164,0.0058768218,0,AZ,33.416922,-111.936307
2010,104151,Arizona State University-Tempe,1,Tempe Campus,70440,0,0,6,0,3,12,95,18,6,0.0085178876,0,0.0042589438,0.0170357751,0.1348665531,0.0255536627,0.0085178876,AZ,33.416922,-111.936307
2010,104151,Arizona State University-Tempe,2,Downtown Phoenix Campus,70440,0,0,2,0,1,1,2,0,0,0.0028392959,0,0.0014196479,0.0014196479,0.0028392959,0,0,AZ,33.416922,-111.936307
2010,104151,Arizona State University-Tempe,3,Polytechnic Campus,70440,0,0,0,0,0,1,8,0,0,0,0,0,0.0014196479,0.0113571834,0,0,AZ,33.416922,-111.936307
2010,104151,Arizona State University-Tempe,4,West Campus,70440,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0056785917,0,0,AZ,33.416922,-111.936307
2011,104151,Arizona State University-Tempe,1,Tempe Campus,72254,0,0,13,1,11,17,70,16,9,0.0179920835,0.0013840064,0.0152240706,0.0235281092,0.0968804495,0.0221441027,0.0124560578,AZ,33.416922,-111.936307
2011,104151,Arizona State University-Tempe,2,Downtown Phoenix Campus,72254,0,0,0,0,0,0,2,1,1,0,0,0,0,0.0027680128,0.0013840064,0.0013840064,AZ,33.416922,-111.936307
2011,104151,Arizona State University-Tempe,3,Polytechnic Campus,72254,0,0,4,0,0,3,12,0,0,0.0055360257,0,0,0.0041520193,0.0166080771,0,0,AZ,33.416922,-111.936307
2011,104151,Arizona State University-Tempe,4,West Campus,72254,0,0,0,0,0,7,6,0,1,0,0,0,0.009688045,0.0083040385,0,0.0013840064,AZ,33.416922,-111.936307
2012,104151,Arizona State University-Tempe,1,Tempe Campus,73378,0,0,15,1,10,10,98,8,0,0.0204420944,0.0013628063,0.0136280629,0.0136280629,0.1335550165,0.0109024503,0,AZ,33.416922,-111.936307
2012,104151,Arizona State University-Tempe,2,Downtown Phoenix Campus,73378,0,0,2,0,0,2,5,0,0,0.0027256126,0,0,0.0027256126,0.0068140315,0,0,AZ,33.416922,-111.936307
2012,104151,Arizona State University-Tempe,3,Polytechnic Campus,73378,0,0,1,0,0,3,10,0,0,0.0013628063,0,0,0.0040884189,0.0136280629,0,0,AZ,33.416922,-111.936307
2012,104151,Arizona State University-Tempe,4,West Campus,73378,0,0,0,0,1,1,7,2,0,0,0,0.0013628063,0.0013628063,0.009539644,0.0027256126,0,AZ,33.416922,-111.936307
2013,104151,Arizona State University-Tempe,1,Tempe Campus,48702,0,0,9,0,4,13,71,29,1,0.0184797339,0,0.0082132151,0.026692949,0.1457845674,0.0595458092,0.0020533038,AZ,33.416922,-111.936307
2013,104151,Arizona State University-Tempe,2,Downtown Phoenix Campus,48702,0,0,1,1,1,0,8,0,0,0.0020533038,0.0020533038,0.0020533038,0,0.0164264301,0,0,AZ,33.416922,-111.936307
2013,104151,Arizona State University-Tempe,3,Polytechnic Campus,48702,0,0,1,0,0,0,11,2,1,0.0020533038,0,0,0,0.0225863414,0.0041066075,0.0020533038,AZ,33.416922,-111.936307
2013,104151,Arizona State University-Tempe,4,West Campus,48702,0,0,1,0,0,0,11,2,0,0.0020533038,0,0,0,0.0225863414,0.0041066075,0,AZ,33.416922,-111.936307
2013,104151,Arizona State University-Tempe,5,Lake Havasu City Campus,48702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AZ,33.416922,-111.936307
2001,132709,Broward College,1,Central Campus,29020,0,0,0,0,0,4,39,4,0,0,0,0,0.0137835975,0.1343900758,0.0137835975,0,FL,26.0819,-80.23404
2001,132709,Broward College,2,North Campus,29020,0,0,0,0,0,1,28,3,0,0,0,0,0.0034458994,0.0964851826,0.0103376981,0,FL,26.0819,-80.23404
2001,132709,Broward College,3,South Campus,29020,0,0,0,0,0,0,35,4,0,0,0,0,0,0.1206064783,0.0137835975,0,FL,26.0819,-80.23404
2001,132709,Broward College,4,Willis Holcombe Center,29020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2001,132709,Broward College,5,Tigertail Campus,29020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2002,132709,Broward College,1,Central Campus,30496,1,0,0,0,1,4,51,9,0,0,0,0.0032791186,0.0131164743,0.1672350472,0.0295120672,0,FL,26.0819,-80.23404
2002,132709,Broward College,2,North Campus,30496,0,0,0,0,0,1,22,1,0,0,0,0,0.0032791186,0.0721406086,0.0032791186,0,FL,26.0819,-80.23404
2002,132709,Broward College,3,South Campus,30496,0,0,0,0,1,0,25,4,0,0,0,0.0032791186,0,0.0819779643,0.0131164743,0,FL,26.0819,-80.23404
2002,132709,Broward College,4,Willis Holcombe Center,30496,0,0,0,0,1,0,11,0,0,0,0,0.0032791186,0,0.0360703043,0,0,FL,26.0819,-80.23404
2002,132709,Broward College,5,Tigertail Campus,30496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2003,132709,Broward College,1,Central Campus,32030,0,0,0,0,1,5,51,1,0,0,0,0.0031220731,0.0156103653,0.1592257259,0.0031220731,0,FL,26.0819,-80.23404
2003,132709,Broward College,2,North Campus,32030,0,0,0,0,0,6,19,2,0,0,0,0,0.0187324383,0.0593193881,0.0062441461,0,FL,26.0819,-80.23404
2003,132709,Broward College,3,South Campus,32030,0,0,0,0,0,0,36,4,0,0,0,0,0,0.11239463,0.0124882922,0,FL,26.0819,-80.23404
2003,132709,Broward College,4,Willis Holcombe Center,32030,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0093662192,0,0,FL,26.0819,-80.23404
2003,132709,Broward College,5,Tigertail Campus,32030,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0124882922,0,0,FL,26.0819,-80.23404
2004,132709,Broward College,1,Central Campus,32948,0,0,0,0,0,3,57,5,0,0,0,0,0.0091052568,0.1729998786,0.0151754279,0,FL,26.0819,-80.23404
2004,132709,Broward College,2,North Campus,32948,0,0,0,0,0,2,20,2,0,0,0,0,0.0060701712,0.0607017118,0.0060701712,0,FL,26.0819,-80.23404
2004,132709,Broward College,3,South Campus,32948,0,0,0,0,0,2,31,4,0,0,0,0,0.0060701712,0.0940876533,0.0121403424,0,FL,26.0819,-80.23404
2004,132709,Broward College,4,Willis Holcombe Center,32948,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0091052568,0,0,FL,26.0819,-80.23404
2004,132709,Broward College,5,Tigertail Campus,32948,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0091052568,0,0,FL,26.0819,-80.23404
2005,132709,Broward College,1,Central Campus,31835,0,0,0,0,0,2,28,2,0,0,0,0,0.0062823936,0.0879535103,0.0062823936,0,FL,26.0819,-80.23404
2005,132709,Broward College,2,North Campus,31835,0,0,0,0,0,1,4,3,0,0,0,0,0.0031411968,0.0125647872,0.0094235904,0,FL,26.0819,-80.23404
2005,132709,Broward College,3,South Campus,31835,0,0,0,0,2,3,8,3,0,0,0,0.0062823936,0.0094235904,0.0251295744,0.0094235904,0,FL,26.0819,-80.23404
2005,132709,Broward College,4,Willis Holcombe Center,31835,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0125647872,0,0,FL,26.0819,-80.23404
2005,132709,Broward College,5,Tigertail Campus,31835,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0094235904,0,0,FL,26.0819,-80.23404
2006,132709,Broward College,1,Central Campus,30607,0,0,0,0,1,0,18,3,0,0,0,0.0032672265,0,0.0588100761,0.0098016794,0,FL,26.0819,-80.23404
2006,132709,Broward College,2,North Campus,30607,0,0,0,0,0,1,15,3,0,0,0,0,0.0032672265,0.0490083968,0.0098016794,0,FL,26.0819,-80.23404
2006,132709,Broward College,3,South Campus,30607,0,0,0,0,0,2,7,8,0,0,0,0,0.0065344529,0.0228705852,0.0261378116,0,FL,26.0819,-80.23404
2006,132709,Broward College,4,Willis Holcombe Center,30607,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0065344529,0,0,FL,26.0819,-80.23404
2006,132709,Broward College,5,Tigertail Campus,30607,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0065344529,0,0,FL,26.0819,-80.23404
2007,132709,Broward College,1,Central Campus,31730,0,0,0,0,1,2,24,14,0,0,0,0.0031515916,0.0063031831,0.0756381973,0.0441222818,0,FL,26.0819,-80.23404
2007,132709,Broward College,2,North Campus,31730,0,0,0,0,0,0,13,2,0,0,0,0,0,0.0409706902,0.0063031831,0,FL,26.0819,-80.23404
2007,132709,Broward College,3,South Campus,31730,0,0,1,0,2,0,30,0,0,0.0031515916,0,0.0063031831,0,0.0945477466,0,0,FL,26.0819,-80.23404
2007,132709,Broward College,4,Willis Holcombe Center,31730,0,0,0,0,0,1,1,0,0,0,0,0,0.0031515916,0.0031515916,0,0,FL,26.0819,-80.23404
2007,132709,Broward College,5,Tigertail Campus,31730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2008,132709,Broward College,1,Central Campus,33448,0,0,1,0,1,1,23,4,0,0.0029897154,0,0.0029897154,0.0029897154,0.0687634537,0.0119588615,0,FL,26.0819,-80.23404
2008,132709,Broward College,2,North Campus,33448,0,0,0,0,1,0,12,3,0,0,0,0.0029897154,0,0.0358765845,0.0089691461,0,FL,26.0819,-80.23404
2008,132709,Broward College,3,South Campus,33448,0,0,0,0,2,2,35,4,0,0,0,0.0059794308,0.0059794308,0.1046400383,0.0119588615,0,FL,26.0819,-80.23404
2008,132709,Broward College,4,Willis Holcombe Center,33448,0,0,0,0,1,0,1,0,0,0,0,0.0029897154,0,0.0029897154,0,0,FL,26.0819,-80.23404
2008,132709,Broward College,5,Tigertail Campus,33448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2009,132709,Broward College,1,Central Campus,37360,0,0,0,0,0,0,24,12,0,0,0,0,0,0.0642398287,0.0321199143,0,FL,26.0819,-80.23404
2009,132709,Broward College,2,North Campus,37360,0,0,0,0,0,0,25,0,0,0,0,0,0,0.0669164882,0,0,FL,26.0819,-80.23404
2009,132709,Broward College,3,South Campus,37360,0,0,0,0,8,1,32,9,0,0,0,0.0214132762,0.0026766595,0.0856531049,0.0240899358,0,FL,26.0819,-80.23404
2009,132709,Broward College,4,Willis Holcombe Center,37360,0,0,0,0,1,0,1,0,0,0,0,0.0026766595,0,0.0026766595,0,0,FL,26.0819,-80.23404
2009,132709,Broward College,5,Tigertail Campus,37360,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0160599572,0,0,FL,26.0819,-80.23404
2010,132709,Broward College,1,Central Campus,40375,0,0,0,0,0,0,14,13,0,0,0,0,0,0.0346749226,0.0321981424,0,FL,26.0819,-80.23404
2010,132709,Broward College,2,North Campus,40375,0,0,0,0,0,0,7,2,0,0,0,0,0,0.0173374613,0.0049535604,0,FL,26.0819,-80.23404
2010,132709,Broward College,3,South Campus,40375,0,0,0,0,0,1,1,3,0,0,0,0,0.0024767802,0.0024767802,0.0074303406,0,FL,26.0819,-80.23404
2010,132709,Broward College,4,Willis Holcombe Center,40375,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0024767802,0,0,FL,26.0819,-80.23404
2010,132709,Broward College,5,Tigertail Campus,40375,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0024767802,0,0,FL,26.0819,-80.23404
2010,132709,Broward College,6,Pines Center,40375,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0024767802,0,0,FL,26.0819,-80.23404
2010,132709,Broward College,7,AutoNation Center for Excellence in Automotive and Technology/Marine Center of Excellence,40375,0,0,0,0,2,0,2,0,0,0,0,0.0049535604,0,0.0049535604,0,0,FL,26.0819,-80.23404
2010,132709,Broward College,8,Weston Center,40375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2011,132709,Broward College,1,Central Campus,42198,0,0,0,0,3,1,3,8,0,0,0,0.0071093417,0.0023697806,0.0071093417,0.0189582445,0,FL,26.0819,-80.23404
2011,132709,Broward College,2,North Campus,42198,0,0,0,0,0,1,3,0,0,0,0,0,0.0023697806,0.0071093417,0,0,FL,26.0819,-80.23404
2011,132709,Broward College,3,South Campus,42198,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0047395611,0,FL,26.0819,-80.23404
2011,132709,Broward College,4,Willis Holcombe Center,42198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2011,132709,Broward College,5,Tigertail Campus,42198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2011,132709,Broward College,6,Pines Center,42198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2011,132709,Broward College,7,AutoNation Center for Excellence in Automotive and Technology/Marine Center of Excellence,42198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2011,132709,Broward College,8,Weston Center,42198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2011,132709,Broward College,9,Miramar Town Center,42198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2012,132709,Broward College,1,Central Campus,42309,0,0,0,0,0,0,2,5,0,0,0,0,0,0.0047271266,0.0118178165,0,FL,26.0819,-80.23404
2012,132709,Broward College,2,North Campus,42309,0,0,0,0,1,2,2,0,0,0,0,0.0023635633,0.0047271266,0.0047271266,0,0,FL,26.0819,-80.23404
2012,132709,Broward College,3,South Campus,42309,0,0,0,0,0,0,2,2,0,0,0,0,0,0.0047271266,0.0047271266,0,FL,26.0819,-80.23404
2012,132709,Broward College,4,Willis Holcombe Center,42309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2012,132709,Broward College,5,Tigertail Campus,42309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2012,132709,Broward College,6,Pines Center,42309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2012,132709,Broward College,7,AutoNation Center for Excellence in Automotive and Technology/Marine Center of Excellence,42309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2012,132709,Broward College,8,Weston Center,42309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2012,132709,Broward College,9,Miramar Town Center,42309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2013,132709,Broward College,1,Central Campus,43883,0,0,0,0,1,0,0,1,0,0,0,0.0022787868,0,0,0.0022787868,0,FL,26.0819,-80.23404
2013,132709,Broward College,2,North Campus,43883,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0068363603,0,FL,26.0819,-80.23404
2013,132709,Broward College,3,South Campus,43883,0,0,0,0,0,1,0,3,0,0,0,0,0.0022787868,0,0.0068363603,0,FL,26.0819,-80.23404
2013,132709,Broward College,4,Willis Holcombe Center,43883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2013,132709,Broward College,5,Tigertail Campus,43883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2013,132709,Broward College,6,Pines Center,43883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2013,132709,Broward College,7,AutoNation Center for Excellence in Automotive and Technology/Marine Center of Excellence,43883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2013,132709,Broward College,8,Weston Center,43883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2013,132709,Broward College,9,Miramar Town Center,43883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2013,132709,Broward College,10,Coral Springs Academic Center,43883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,26.0819,-80.23404
2001,110565,California State University-Fullerton,1,Main Campus,30357,0,0,0,3,1,6,10,41,0,0,0.0098823994,0.0032941331,0.0197647989,0.0329413315,0.1350594591,0,CA,33.883164,-117.886852
2001,110565,California State University-Fullerton,3,Zzyzx,30357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2001,110565,California State University-Fullerton,4,Santa Ana Central Arts,30357,0,0,0,1,0,0,0,0,0,0,0.0032941331,0,0,0,0,0,CA,33.883164,-117.886852
2001,110565,California State University-Fullerton,5,Irvine Campus,30357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2002,110565,California State University-Fullerton,1,Main Campus,32143,0,0,2,5,1,3,25,26,0,0.0062221946,0.0155554864,0.0031110973,0.0093332919,0.0777774321,0.0808885294,0,CA,33.883164,-117.886852
2002,110565,California State University-Fullerton,3,Zzyzx,32143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2002,110565,California State University-Fullerton,4,Santa Ana Central Arts,32143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0031110973,0,CA,33.883164,-117.886852
2002,110565,California State University-Fullerton,5,Irvine Campus,32143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2003,110565,California State University-Fullerton,1,Main Campus,32592,0,0,0,0,2,2,10,20,0,0,0,0.0061364752,0.0061364752,0.030682376,0.0613647521,0,CA,33.883164,-117.886852
2003,110565,California State University-Fullerton,3,Zzyzx,32592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2003,110565,California State University-Fullerton,4,Santa Ana Central Arts,32592,0,0,0,0,1,0,0,0,0,0,0,0.0030682376,0,0,0,0,CA,33.883164,-117.886852
2003,110565,California State University-Fullerton,5,Irvine Campus,32592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2004,110565,California State University-Fullerton,1,Main Campus,32744,0,0,1,0,1,8,34,23,0,0.0030539946,0,0.0030539946,0.024431957,0.1038358172,0.0702418764,0,CA,33.883164,-117.886852
2004,110565,California State University-Fullerton,3,Zzyzx,32744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2004,110565,California State University-Fullerton,4,Santa Ana Central Arts,32744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2004,110565,California State University-Fullerton,5,Irvine Campus,32744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2005,110565,California State University-Fullerton,1,Main Campus,35040,0,0,0,0,1,2,40,22,0,0,0,0.0028538813,0.0057077626,0.1141552511,0.0627853881,0,CA,33.883164,-117.886852
2005,110565,California State University-Fullerton,3,Zzyzx,35040,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0028538813,0,CA,33.883164,-117.886852
2005,110565,California State University-Fullerton,4,Santa Ana Central Arts,35040,0,0,0,0,1,0,0,0,0,0,0,0.0028538813,0,0,0,0,CA,33.883164,-117.886852
2005,110565,California State University-Fullerton,5,Irvine Campus,35040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2006,110565,California State University-Fullerton,1,Main Campus,35921,0,0,2,0,2,2,42,28,0,0.0055677737,0,0.0055677737,0.0055677737,0.1169232482,0.0779488322,0,CA,33.883164,-117.886852
2006,110565,California State University-Fullerton,3,Zzyzx,35921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2006,110565,California State University-Fullerton,4,Santa Ana Central Arts,35921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2006,110565,California State University-Fullerton,5,Irvine Campus,35921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2007,110565,California State University-Fullerton,1,Main Campus,37130,0,0,2,0,3,2,36,26,1,0.0053864799,0,0.0080797199,0.0053864799,0.0969566388,0.0700242392,0.00269324,CA,33.883164,-117.886852
2007,110565,California State University-Fullerton,3,Zzyzx,37130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2007,110565,California State University-Fullerton,4,Santa Ana Central Arts,37130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2007,110565,California State University-Fullerton,5,Irvine Campus,37130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2008,110565,California State University-Fullerton,1,Main Campus,36996,0,0,2,0,0,4,35,14,0,0.0054059898,0,0,0.0108119797,0.0946048221,0.0378419289,0,CA,33.883164,-117.886852
2008,110565,California State University-Fullerton,3,Zzyzx,36996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2008,110565,California State University-Fullerton,4,Santa Ana Central Arts,36996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2008,110565,California State University-Fullerton,5,Irvine Campus,36996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2009,110565,California State University-Fullerton,1,Main Campus,36262,0,0,0,0,1,4,8,21,0,0,0,0.0027577078,0.0110308312,0.0220616623,0.0579118637,0,CA,33.883164,-117.886852
2009,110565,California State University-Fullerton,3,Zzyzx,36262,0,0,0,0,0,1,0,0,0,0,0,0,0.0027577078,0,0,0,CA,33.883164,-117.886852
2009,110565,California State University-Fullerton,4,Santa Ana Central Arts,36262,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0055154156,0,0,CA,33.883164,-117.886852
2009,110565,California State University-Fullerton,5,Irvine Campus,36262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2010,110565,California State University-Fullerton,1,Main Campus,35590,0,0,2,0,1,11,10,10,0,0.0056195561,0,0.002809778,0.0309075583,0.0280977803,0.0280977803,0,CA,33.883164,-117.886852
2010,110565,California State University-Fullerton,3,Zzyzx,35590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2010,110565,California State University-Fullerton,4,Santa Ana Central Arts,35590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2010,110565,California State University-Fullerton,5,Irvine Campus,35590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2011,110565,California State University-Fullerton,1,Main Campus,36156,0,0,0,0,1,7,5,14,0,0,0,0.0027657927,0.0193605487,0.0138289634,0.0387210975,0,CA,33.883164,-117.886852
2011,110565,California State University-Fullerton,3,Zzyzx,36156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2011,110565,California State University-Fullerton,4,Santa Ana Central Arts,36156,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0027657927,0,0,CA,33.883164,-117.886852
2011,110565,California State University-Fullerton,5,Irvine Campus,36156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2012,110565,California State University-Fullerton,1,Main Campus,37677,0,0,0,0,1,5,8,15,0,0,0,0.0026541391,0.0132706956,0.021233113,0.0398120869,0,CA,33.883164,-117.886852
2012,110565,California State University-Fullerton,3,Zzyzx,37677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2012,110565,California State University-Fullerton,4,Santa Ana Central Arts,37677,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0026541391,0,0,CA,33.883164,-117.886852
2012,110565,California State University-Fullerton,5,Irvine Campus,37677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2013,110565,California State University-Fullerton,1,Main Campus,38325,0,0,4,0,0,1,2,9,0,0.0104370515,0,0,0.0026092629,0.0052185258,0.0234833659,0,CA,33.883164,-117.886852
2013,110565,California State University-Fullerton,3,Zzyzx,38325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
2013,110565,California State University-Fullerton,4,Santa Ana Central Arts,38325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,33.883164,-117.886852
