Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Sex offenses - Non-forcible,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson,Forcible sex offense incidence rate,Non-forcible sex offense incidence rate,Robbery incidence rate,Aggravated assault rate,Burglary incidence rate,Motor vehicle theft incidence rate,Arson incidence rate,State,lat,long
2012,230728,Utah State University,2,Utah State University-College of Eastern Utah,28786,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0069478219,0,0,UT,40.27946,-111.717868
2012,230728,Utah State University,3,San Juan Campus,28786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,40.27946,-111.717868
2013,230728,Utah State University,1,Main Campus,27812,0,0,3,0,0,0,3,0,0,0.0107867108,0,0,0,0.0107867108,0,0,UT,40.27946,-111.717868
2013,230728,Utah State University,2,Utah State University-College of Eastern Utah,27812,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0035955703,0,0,UT,40.27946,-111.717868
2013,230728,Utah State University,3,San Juan Campus,27812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,40.27946,-111.717868
2001,230737,Utah Valley University,1,Main Campus,22609,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0176920695,0,0,UT,40.27946,-111.717868
2002,230737,Utah Valley University,1,Main Campus,23609,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0084713457,0,0,UT,40.27946,-111.717868
2003,230737,Utah Valley University,1,Main Campus,23803,0,0,0,0,0,1,6,1,0,0,0,0,0.0042011511,0.0252069067,0.0042011511,0,UT,40.27946,-111.717868
2004,230737,Utah Valley University,1,Main Campus,24149,0,0,3,0,0,0,0,0,0,0.0124228747,0,0,0,0,0,0,UT,40.27946,-111.717868
2005,230737,Utah Valley University,1,Main Campus,24180,0,0,0,0,0,3,0,0,0,0,0,0,0.0124069479,0,0,0,UT,40.27946,-111.717868
2006,230737,Utah Valley University,1,Main Campus,23305,0,0,0,2,0,2,0,0,0,0,0.0085818494,0,0.0085818494,0,0,0,UT,40.27946,-111.717868
2007,230737,Utah Valley University,1,Main Campus,23840,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0251677852,0,0,UT,40.27946,-111.717868
2008,230737,Utah Valley University,1,Main Campus,26696,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0074917591,0,0,UT,40.27946,-111.717868
2009,230737,Utah Valley University,1,Main Campus,28765,0,0,5,4,1,2,3,1,0,0.0173822354,0.0139057883,0.0034764471,0.0069528941,0.0104293412,0.0034764471,0,UT,40.27946,-111.717868
2010,230737,Utah Valley University,1,Main Campus,32670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UT,40.27946,-111.717868
2011,230737,Utah Valley University,1,Main Campus,33395,0,0,3,0,0,0,7,5,0,0.0089833807,0,0,0,0.0209612217,0.0149723012,0,UT,40.27946,-111.717868
2012,230737,Utah Valley University,1,Main Campus,31562,0,0,0,0,0,0,3,5,0,0,0,0,0,0.0095051011,0.0158418351,0,UT,40.27946,-111.717868
2013,230737,Utah Valley University,1,Main Campus,30564,0,0,0,0,1,0,3,0,0,0,0,0.0032718231,0,0.0098154692,0,0,UT,40.27946,-111.717868
2001,138187,Valencia College,1,Downtown Center,29307,0,0,2,0,0,1,9,3,0,0.0068243082,0,0,0.0034121541,0.0307093868,0.0102364623,0,FL,28.522149,-81.464103
2002,138187,Valencia College,1,Downtown Center,29515,0,0,0,0,1,0,1,1,0,0,0,0.0033881077,0,0.0033881077,0.0033881077,0,FL,28.522149,-81.464103
2003,138187,Valencia College,1,Downtown Center,29269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2003,138187,Valencia College,2,West Campus,29269,0,0,0,0,0,1,4,1,0,0,0,0,0.0034165841,0.0136663364,0.0034165841,0,FL,28.522149,-81.464103
2003,138187,Valencia College,3,East Campus,29269,0,0,0,0,0,2,2,0,0,0,0,0,0.0068331682,0.0068331682,0,0,FL,28.522149,-81.464103
2003,138187,Valencia College,4,Osceola Campus,29269,0,0,0,0,0,2,3,0,0,0,0,0,0.0068331682,0.0102497523,0,0,FL,28.522149,-81.464103
2003,138187,Valencia College,5,Sand Lake Center,29269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2003,138187,Valencia College,6,Winter Park Campus,29269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2003,138187,Valencia College,7,Criminal Justice Institute,29269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2003,138187,Valencia College,8,Mc Coy Center,29269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2004,138187,Valencia College,1,Downtown Center,29556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2004,138187,Valencia College,2,West Campus,29556,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0135336311,0,FL,28.522149,-81.464103
2004,138187,Valencia College,3,East Campus,29556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0033834078,0,FL,28.522149,-81.464103
2004,138187,Valencia College,4,Osceola Campus,29556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2004,138187,Valencia College,5,Sand Lake Center,29556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2004,138187,Valencia College,6,Winter Park Campus,29556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2004,138187,Valencia College,7,Criminal Justice Institute,29556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2004,138187,Valencia College,8,Mc Coy Center,29556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2005,138187,Valencia College,1,Downtown Center,29544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2005,138187,Valencia College,2,West Campus,29544,0,0,0,0,1,0,0,2,0,0,0,0.003384782,0,0,0.006769564,0,FL,28.522149,-81.464103
2005,138187,Valencia College,3,East Campus,29544,0,0,1,0,0,0,0,3,0,0.003384782,0,0,0,0,0.0101543461,0,FL,28.522149,-81.464103
2005,138187,Valencia College,4,Osceola Campus,29544,0,0,1,0,0,0,0,0,0,0.003384782,0,0,0,0,0,0,FL,28.522149,-81.464103
2005,138187,Valencia College,5,Sand Lake Center,29544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2005,138187,Valencia College,6,Winter Park Campus,29544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2005,138187,Valencia College,7,Criminal Justice Institute,29544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2005,138187,Valencia College,8,Mc Coy Center,29544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2006,138187,Valencia College,1,Downtown Center,30245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2006,138187,Valencia College,2,West Campus,30245,0,0,0,0,1,0,0,0,0,0,0,0.0033063316,0,0,0,0,FL,28.522149,-81.464103
2006,138187,Valencia College,3,East Campus,30245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2006,138187,Valencia College,4,Osceola Campus,30245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2006,138187,Valencia College,5,Sand Lake Center,30245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2006,138187,Valencia College,6,Winter Park Campus,30245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2006,138187,Valencia College,7,Criminal Justice Institute,30245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2006,138187,Valencia College,8,Mc Coy Center,30245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2007,138187,Valencia College,1,Downtown Center,32870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2007,138187,Valencia College,2,West Campus,32870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2007,138187,Valencia College,3,East Campus,32870,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0121691512,0,FL,28.522149,-81.464103
2007,138187,Valencia College,4,Osceola Campus,32870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2007,138187,Valencia College,5,Sand Lake Center,32870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2007,138187,Valencia College,6,Winter Park Campus,32870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2007,138187,Valencia College,7,Criminal Justice Institute,32870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2007,138187,Valencia College,8,Mc Coy Center,32870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2008,138187,Valencia College,1,Downtown Center,35460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2008,138187,Valencia College,2,West Campus,35460,0,0,0,0,2,0,0,1,0,0,0,0.0056401579,0,0,0.002820079,0,FL,28.522149,-81.464103
2008,138187,Valencia College,3,East Campus,35460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2008,138187,Valencia College,4,Osceola Campus,35460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2008,138187,Valencia College,5,Sand Lake Center,35460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2008,138187,Valencia College,6,Winter Park Campus,35460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2008,138187,Valencia College,7,Criminal Justice Institute,35460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2008,138187,Valencia College,8,Mc Coy Center,35460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2009,138187,Valencia College,1,Downtown Center,39008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2009,138187,Valencia College,2,West Campus,39008,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0025635767,0,0,FL,28.522149,-81.464103
2009,138187,Valencia College,3,East Campus,39008,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0102543068,0,FL,28.522149,-81.464103
2009,138187,Valencia College,4,Osceola Campus,39008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2009,138187,Valencia College,5,Sand Lake Center,39008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2009,138187,Valencia College,6,Winter Park Campus,39008,0,0,0,0,1,0,0,0,0,0,0,0.0025635767,0,0,0,0,FL,28.522149,-81.464103
2009,138187,Valencia College,7,Criminal Justice Institute,39008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2009,138187,Valencia College,8,Mc Coy Center,39008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2010,138187,Valencia College,1,Downtown Center,41583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2010,138187,Valencia College,2,West Campus,41583,0,0,0,0,1,0,0,1,0,0,0,0.0024048289,0,0,0.0024048289,0,FL,28.522149,-81.464103
2010,138187,Valencia College,3,East Campus,41583,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0120241445,0,FL,28.522149,-81.464103
2010,138187,Valencia College,4,Osceola Campus,41583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2010,138187,Valencia College,5,Sand Lake Center,41583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2010,138187,Valencia College,6,Winter Park Campus,41583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2010,138187,Valencia College,7,Criminal Justice Institute,41583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2010,138187,Valencia College,8,Mc Coy Center,41583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2011,138187,Valencia College,1,Downtown Center,42631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2011,138187,Valencia College,2,West Campus,42631,0,0,0,0,0,2,0,1,0,0,0,0,0.0046914217,0,0.0023457109,0,FL,28.522149,-81.464103
2011,138187,Valencia College,3,East Campus,42631,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0046914217,0,FL,28.522149,-81.464103
2011,138187,Valencia College,4,Osceola Campus,42631,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0023457109,0,0,FL,28.522149,-81.464103
2011,138187,Valencia College,5,Sand Lake Center,42631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2011,138187,Valencia College,6,Winter Park Campus,42631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2011,138187,Valencia College,7,Criminal Justice Institute,42631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2011,138187,Valencia College,8,Mc Coy Center,42631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2012,138187,Valencia College,1,Downtown Center,42915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2012,138187,Valencia College,2,West Campus,42915,0,0,0,0,0,1,0,0,0,0,0,0,0.0023301876,0,0,0,FL,28.522149,-81.464103
2012,138187,Valencia College,3,East Campus,42915,0,0,0,0,1,0,0,2,0,0,0,0.0023301876,0,0,0.0046603752,0,FL,28.522149,-81.464103
2012,138187,Valencia College,4,Osceola Campus,42915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2012,138187,Valencia College,5,Sand Lake Center,42915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2012,138187,Valencia College,6,Winter Park Campus,42915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2012,138187,Valencia College,7,Criminal Justice Institute,42915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2013,138187,Valencia College,1,Downtown Center,42180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2013,138187,Valencia College,2,West Campus,42180,0,0,0,0,0,1,0,1,0,0,0,0,0.0023707918,0,0.0023707918,0,FL,28.522149,-81.464103
2013,138187,Valencia College,3,East Campus,42180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0023707918,0,FL,28.522149,-81.464103
2013,138187,Valencia College,4,Osceola Campus,42180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2013,138187,Valencia College,6,Winter Park Campus,42180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2013,138187,Valencia College,7,Criminal Justice Institute,42180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2013,138187,Valencia College,9,Lake Nona Campus,42180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,28.522149,-81.464103
2001,234030,Virginia Commonwealth University,1,Monroe Park Campus,25001,0,0,3,1,5,10,8,2,3,0.01199952,0.00399984,0.0199992,0.0399984001,0.0319987201,0.00799968,0.01199952,VA,37.548987,-77.453429
2001,234030,Virginia Commonwealth University,2,MCV Campus,25001,0,0,1,0,2,5,4,1,0,0.00399984,0,0.00799968,0.0199992,0.01599936,0.00399984,0,VA,37.548987,-77.453429
2002,234030,Virginia Commonwealth University,1,Monroe Park Campus,26009,0,0,1,0,2,6,6,2,4,0.0038448229,0,0.0076896459,0.0230689377,0.0230689377,0.0076896459,0.0153792918,VA,37.548987,-77.453429
2002,234030,Virginia Commonwealth University,2,MCV Campus,26009,0,0,0,1,0,9,5,4,0,0,0.0038448229,0,0.0346034065,0.0192241147,0.0153792918,0,VA,37.548987,-77.453429
2003,234030,Virginia Commonwealth University,1,Monroe Park Campus,26631,0,0,7,0,6,5,13,3,3,0.0262851564,0,0.0225301341,0.0187751117,0.0488152905,0.011265067,0.011265067,VA,37.548987,-77.453429
2003,234030,Virginia Commonwealth University,2,MCV Campus,26631,0,0,4,0,2,9,1,3,0,0.0150200894,0,0.0075100447,0.0337952011,0.0037550223,0.011265067,0,VA,37.548987,-77.453429
2004,234030,Virginia Commonwealth University,1,Monroe Park Campus,28303,1,0,4,0,10,4,11,3,3,0.0141327774,0,0.0353319436,0.0141327774,0.038865138,0.0105995831,0.0105995831,VA,37.548987,-77.453429
2004,234030,Virginia Commonwealth University,2,MCV Campus,28303,0,0,4,0,3,4,7,12,0,0.0141327774,0,0.0105995831,0.0141327774,0.0247323605,0.0423983323,0,VA,37.548987,-77.453429
2005,234030,Virginia Commonwealth University,1,Monroe Park Campus,29168,1,0,5,0,3,3,57,4,3,0.0171420735,0,0.0102852441,0.0102852441,0.195419638,0.0137136588,0.0102852441,VA,37.548987,-77.453429
2005,234030,Virginia Commonwealth University,2,MCV Campus,29168,0,0,3,0,1,4,57,3,1,0.0102852441,0,0.0034284147,0.0137136588,0.195419638,0.0102852441,0.0034284147,VA,37.548987,-77.453429
2006,234030,Virginia Commonwealth University,1,Monroe Park Campus,30189,0,0,5,0,3,2,97,2,3,0.016562324,0,0.0099373944,0.0066249296,0.3213090861,0.0066249296,0.0099373944,VA,37.548987,-77.453429
2006,234030,Virginia Commonwealth University,2,MCV Campus,30189,0,0,4,0,1,17,93,6,3,0.0132498592,0,0.0033124648,0.0563119017,0.3080592269,0.0198747888,0.0099373944,VA,37.548987,-77.453429
2007,234030,Virginia Commonwealth University,1,Monroe Park Campus,31700,0,0,2,0,1,3,73,2,0,0.0063091483,0,0.0031545741,0.0094637224,0.2302839117,0.0063091483,0,VA,37.548987,-77.453429
2007,234030,Virginia Commonwealth University,2,MCV Campus,31700,0,0,3,0,1,7,60,1,0,0.0094637224,0,0.0031545741,0.0220820189,0.1892744479,0.0031545741,0,VA,37.548987,-77.453429
2008,234030,Virginia Commonwealth University,1,Monroe Park Campus,32044,0,0,3,0,0,0,46,2,1,0.0093621271,0,0,0,0.1435526152,0.0062414181,0.003120709,VA,37.548987,-77.453429
2008,234030,Virginia Commonwealth University,2,MCV Campus,32044,0,0,5,0,1,0,16,12,1,0.0156035451,0,0.003120709,0,0.0499313444,0.0374485083,0.003120709,VA,37.548987,-77.453429
2009,234030,Virginia Commonwealth University,1,Monroe Park Campus,32172,0,0,2,0,2,1,62,6,2,0.0062165859,0,0.0062165859,0.0031082929,0.1927141614,0.0186497576,0.0062165859,VA,37.548987,-77.453429
2009,234030,Virginia Commonwealth University,2,MCV Campus,32172,0,0,3,0,1,0,24,14,0,0.0093248788,0,0.0031082929,0,0.0745990302,0.043516101,0,VA,37.548987,-77.453429
2010,234030,Virginia Commonwealth University,1,Monroe Park Campus,32027,0,0,0,0,2,0,70,1,0,0,0,0.006244731,0,0.2185655853,0.0031223655,0,VA,37.548987,-77.453429
2010,234030,Virginia Commonwealth University,2,MCV Campus,32027,0,0,2,0,1,2,57,2,0,0.006244731,0,0.0031223655,0.006244731,0.1779748337,0.006244731,0,VA,37.548987,-77.453429
2011,234030,Virginia Commonwealth University,1,Monroe Park Campus,31627,0,0,2,0,0,1,9,1,1,0.0063237108,0,0,0.0031618554,0.0284566984,0.0031618554,0.0031618554,VA,37.548987,-77.453429
2011,234030,Virginia Commonwealth University,2,MCV Campus,31627,0,0,2,0,1,2,2,1,0,0.0063237108,0,0.0031618554,0.0063237108,0.0063237108,0.0031618554,0,VA,37.548987,-77.453429
2012,234030,Virginia Commonwealth University,1,Monroe Park Campus,31445,0,0,3,0,3,2,15,4,1,0.0095404675,0,0.0095404675,0.0063603117,0.0477023374,0.0127206233,0.0031801558,VA,37.548987,-77.453429
2012,234030,Virginia Commonwealth University,2,MCV Campus,31445,0,0,2,0,1,5,2,5,0,0.0063603117,0,0.0031801558,0.0159007791,0.0063603117,0.0159007791,0,VA,37.548987,-77.453429
2012,234030,Virginia Commonwealth University,4,VCU Inova,31445,0,0,0,0,0,1,0,0,0,0,0,0,0.0031801558,0,0,0,VA,37.548987,-77.453429
2013,234030,Virginia Commonwealth University,1,Monroe Park Campus,30974,0,0,3,0,0,1,23,2,0,0.0096855427,0,0,0.0032285142,0.0742558275,0.0064570285,0,VA,37.548987,-77.453429
2013,234030,Virginia Commonwealth University,2,MCV Campus,30974,0,0,4,0,0,4,1,9,1,0.012914057,0,0,0.012914057,0.0032285142,0.0290566281,0.0032285142,VA,37.548987,-77.453429
2013,234030,Virginia Commonwealth University,4,VCU Inova,30974,0,0,0,0,0,1,0,0,0,0,0,0,0.0032285142,0,0,0,VA,37.548987,-77.453429
2001,233921,Virginia Polytechnic Institute and State University,1,Virginia Polytechnic Institute and State Univ,28203,0,0,5,0,0,7,43,2,0,0.0177286104,0,0,0.0248200546,0.1524660497,0.0070914442,0,VA,37.228384,-80.423417
2001,233921,Virginia Polytechnic Institute and State University,3,Northern Virginia Center,28203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2001,233921,Virginia Polytechnic Institute and State University,4,Southwest Virginia Higher Education Center,28203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2001,233921,Virginia Polytechnic Institute and State University,5,Roanoke Valley Graduate Center,28203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2001,233921,Virginia Polytechnic Institute and State University,6,Virginia Tech Hampton Roads Center,28203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2001,233921,Virginia Polytechnic Institute and State University,7,Washington-Alexandria Center,28203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2001,233921,Virginia Polytechnic Institute and State University,8,Marion duPont Scott Equine Medical Center,28203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2002,233921,Virginia Polytechnic Institute and State University,1,Virginia Polytechnic Institute and State Univ,28027,0,0,4,0,0,8,39,1,3,0.014271952,0,0,0.0285439041,0.1391515325,0.003567988,0.010703964,VA,37.228384,-80.423417
2002,233921,Virginia Polytechnic Institute and State University,3,Northern Virginia Center,28027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2002,233921,Virginia Polytechnic Institute and State University,4,Southwest Virginia Higher Education Center,28027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2002,233921,Virginia Polytechnic Institute and State University,5,Roanoke Valley Graduate Center,28027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2002,233921,Virginia Polytechnic Institute and State University,6,Virginia Tech Hampton Roads Center,28027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2002,233921,Virginia Polytechnic Institute and State University,7,Washington-Alexandria Center,28027,0,0,2,0,0,0,0,0,0,0.007135976,0,0,0,0,0,0,VA,37.228384,-80.423417
2002,233921,Virginia Polytechnic Institute and State University,8,Marion duPont Scott Equine Medical Center,28027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2003,233921,Virginia Polytechnic Institute and State University,1,Virginia Polytechnic Institute and State Univ,27755,0,0,7,0,1,7,31,1,0,0.025220681,0,0.0036029544,0.025220681,0.1116915871,0.0036029544,0,VA,37.228384,-80.423417
2003,233921,Virginia Polytechnic Institute and State University,3,Northern Virginia Center,27755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2003,233921,Virginia Polytechnic Institute and State University,4,Southwest Virginia Higher Education Center,27755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2003,233921,Virginia Polytechnic Institute and State University,5,Roanoke Valley Graduate Center,27755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2003,233921,Virginia Polytechnic Institute and State University,6,Virginia Tech Hampton Roads Center,27755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2003,233921,Virginia Polytechnic Institute and State University,7,Washington-Alexandria Center,27755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2003,233921,Virginia Polytechnic Institute and State University,8,Marion duPont Scott Equine Medical Center,27755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2004,233921,Virginia Polytechnic Institute and State University,1,Virginia Polytechnic Institute and State Univ,27619,0,0,9,0,1,8,53,1,5,0.0325862631,0,0.0036206959,0.0289655672,0.1918968826,0.0036206959,0.0181034795,VA,37.228384,-80.423417
2004,233921,Virginia Polytechnic Institute and State University,3,Northern Virginia Center,27619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2004,233921,Virginia Polytechnic Institute and State University,4,Southwest Virginia Higher Education Center,27619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2004,233921,Virginia Polytechnic Institute and State University,5,Roanoke Valley Graduate Center,27619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0036206959,0,VA,37.228384,-80.423417
2004,233921,Virginia Polytechnic Institute and State University,6,Virginia Tech Hampton Roads Center,27619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2004,233921,Virginia Polytechnic Institute and State University,7,Washington-Alexandria Center,27619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2004,233921,Virginia Polytechnic Institute and State University,8,Marion duPont Scott Equine Medical Center,27619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2005,233921,Virginia Polytechnic Institute and State University,1,Virginia Polytechnic Institute and State Univ,27979,0,0,7,0,0,5,22,2,9,0.0250187641,0,0,0.0178705458,0.0786304014,0.0071482183,0.0321669824,VA,37.228384,-80.423417
2005,233921,Virginia Polytechnic Institute and State University,3,Northern Virginia Center,27979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2005,233921,Virginia Polytechnic Institute and State University,4,Southwest Virginia Higher Education Center,27979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2005,233921,Virginia Polytechnic Institute and State University,5,Roanoke Valley Graduate Center,27979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
2005,233921,Virginia Polytechnic Institute and State University,6,Virginia Tech Hampton Roads Center,27979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VA,37.228384,-80.423417
