ReviewID,Position,Reviewer,AssociatedWith,Country,Movie,Score
1166,6,Larushka Ivan-Zadeh,Metro,UK,"6. The Producers (Mel Brooks, 1967)",5
1167,7,Larushka Ivan-Zadeh,Metro,UK,"7. Airplane! (Jim Abrahams, David Zucker and Jerry Zucker, 1980)",4
1168,8,Larushka Ivan-Zadeh,Metro,UK,"8. A Shot in the Dark (Blake Edwards, 1964)",3
1169,9,Larushka Ivan-Zadeh,Metro,UK,"9. Life of Brian (Terry Jones, 1979)",2
1170,10,Larushka Ivan-Zadeh,Metro,UK,"10. Romy and Michele's High School Reunion (David Mirkin, 1997)",1
1171,1,Amarachukwu Iwuala,Freelance,Nigeria,"1. The Hangover (Todd Phillips, 2009)",10
1172,2,Amarachukwu Iwuala,Freelance,Nigeria,"2. Anchorman: The Legend of Ron Burgundy (Adam McKay, 2004)",9
1173,3,Amarachukwu Iwuala,Freelance,Nigeria,"3. Meet the Parents (Jay Roach, 2000)",8
1174,4,Amarachukwu Iwuala,Freelance,Nigeria,"4. We're the Millers (Rawson Marshall Thurber, 2013)",7
1175,5,Amarachukwu Iwuala,Freelance,Nigeria,"5. There's Something About Mary (Bobby and Peter Farrelly, 1998)",6
1176,6,Amarachukwu Iwuala,Freelance,Nigeria,"6. Zoolander (Ben Stiller, 2001)",5
1177,7,Amarachukwu Iwuala,Freelance,Nigeria,"7. Dodgeball: A True Underdog Story (Rawson Marshall Thurber, 2004)",4
1178,8,Amarachukwu Iwuala,Freelance,Nigeria,"8. The 40-Year-Old Virgin (Judd Apatow, 2005)",3
1179,9,Amarachukwu Iwuala,Freelance,Nigeria,"9. The Mask (Chuck Russell, 1994)",2
1180,10,Amarachukwu Iwuala,Freelance,Nigeria,"10. Dumb and Dumber (Peter and Bobby Farrelly, 1994)",1
1181,1,Caryn James,BBC Culture,USA,"1. Sullivan’s Travels (Preston Sturges, 1941)",10
1182,2,Caryn James,BBC Culture,USA,"2. My Man Godfrey (Gregory La Cava, 1936)",9
1183,3,Caryn James,BBC Culture,USA,"3. Tootsie (Sydney Pollack, 1982)",8
1184,4,Caryn James,BBC Culture,USA,"4. It Happened One Night (Frank Capra, 1934)",7
1185,5,Caryn James,BBC Culture,USA,"5. Bringing Up Baby (Howard Hawks, 1938)",6
1186,6,Caryn James,BBC Culture,USA,"6. Annie Hall (Woody Allen, 1977)",5
1187,7,Caryn James,BBC Culture,USA,"7. Young Frankenstein (Mel Brooks, 1974)",4
1188,8,Caryn James,BBC Culture,USA,"8. Fargo (Joel and Ethan Coen, 1996)",3
1189,9,Caryn James,BBC Culture,USA,"9. Waiting for Guffman (Christopher Guest, 1996)",2
1190,10,Caryn James,BBC Culture,USA,"10. Life of Brian (Terry Jones, 1979)",1
1191,1,David Jenkins,Little White Lies,UK,"1. Toni Erdmann (Maren Ade, 2016)",10
1192,2,David Jenkins,Little White Lies,UK,"2. Billy Madison (Tamra Davis, 1995)",9
1193,3,David Jenkins,Little White Lies,UK,"3. Girlfriends (Claudia Weill, 1978)",8
1194,4,David Jenkins,Little White Lies,UK,"4. Daisies (Věra Chytilová, 1966)",7
1195,5,David Jenkins,Little White Lies,UK,"5. Desperately Seeking Susan (Susan Seidelman, 1985)",6
1196,6,David Jenkins,Little White Lies,UK,"6. Ishtar (Elaine May, 1987)",5
1197,7,David Jenkins,Little White Lies,UK,"7. Vamps (Amy Heckerling, 2012)",4
1198,8,David Jenkins,Little White Lies,UK,"8. The Return of the Living Dead (Dan O'Bannon, 1985)",3
1199,9,David Jenkins,Little White Lies,UK,"9. Cracking Up (Jerry Lewis, 1983)",2
1200,10,David Jenkins,Little White Lies,UK,"10. OC and Stiggs (Robert Altman, 1985)",1
1201,1,Chanil Jeon,The Asian,South Korea,"1. The General (Clyde Bruckman and Buster Keaton, 1926)",10
1202,2,Chanil Jeon,The Asian,South Korea,"2. Singin' in the Rain (Stanley Donen and Gene Kelly, 1952)",9
1203,3,Chanil Jeon,The Asian,South Korea,"3. Dr Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Stanley Kubrick, 1964)",8
1204,4,Chanil Jeon,The Asian,South Korea,"4. The Gold Rush (Charlie Chaplin, 1925)",7
1205,5,Chanil Jeon,The Asian,South Korea,"5. Sherlock Jr (Buster Keaton, 1924)",6
1206,6,Chanil Jeon,The Asian,South Korea,"6. Modern Times (Charlie Chaplin, 1936)",5
1207,7,Chanil Jeon,The Asian,South Korea,"7. Safety Last! (Fred C. Newmeyer and Sam Taylor, 1923)",4
1208,8,Chanil Jeon,The Asian,South Korea,"8. It Happened One Night (Frank Capra, 1934)",3
1209,9,Chanil Jeon,The Asian,South Korea,"9. His Girl Friday (Howard Hawks, 1940)",2
1210,10,Chanil Jeon,The Asian,South Korea,"10. Annie Hall (Woody Allen, 1977)",1
1211,1,Kimberly Jones,The Austin Chronicle,USA,"1. The Apartment (Billy Wilder, 1960)",10
1212,2,Kimberly Jones,The Austin Chronicle,USA,"2. The Palm Beach Story (Preston Sturges, 1942)",9
1213,3,Kimberly Jones,The Austin Chronicle,USA,"3. The Awful Truth (Leo McCarey, 1937)",8
1214,4,Kimberly Jones,The Austin Chronicle,USA,"4. Office Space (Mike Judge, 1999)",7
1215,5,Kimberly Jones,The Austin Chronicle,USA,"5. M*A*S*H (Robert Altman, 1970)",6
1216,6,Kimberly Jones,The Austin Chronicle,USA,"6. What's Opera, Doc? (Chuck Jones, 1957)",5
1217,7,Kimberly Jones,The Austin Chronicle,USA,"7. The Jerk (Carl Reiner, 1979)",4
1218,8,Kimberly Jones,The Austin Chronicle,USA,"8. Ninotchka (Ernst Lubitsch, 1939)",3
1219,9,Kimberly Jones,The Austin Chronicle,USA,"9. Rushmore (Wes Anderson, 1998)",2
1220,10,Kimberly Jones,The Austin Chronicle,USA,"10. What's Up, Doc? (Peter Bogdanovich, 1972)",1
1221,1,Ana Josefa Silva,Radio Bío Bío,Chile,"1. Four Weddings and a Funeral (Mike Newell, 1994)",10
1222,2,Ana Josefa Silva,Radio Bío Bío,Chile,"2. The Gold Rush (Charlie Chaplin, 1925)",9
1223,3,Ana Josefa Silva,Radio Bío Bío,Chile,"3. Women on the Verge of a Nervous Breakdown (Pedro Almodóvar, 1988)",8
1224,4,Ana Josefa Silva,Radio Bío Bío,Chile,"4. Victor Victoria (Blake Edwards, 1982)",7
1225,5,Ana Josefa Silva,Radio Bío Bío,Chile,"5. Some Like It Hot (Billy Wilder, 1959)",6
1226,6,Ana Josefa Silva,Radio Bío Bío,Chile,"6. The Day of the Beast (Álex de la Iglesia, 1995)",5
1227,7,Ana Josefa Silva,Radio Bío Bío,Chile,"7. Belle Epoque (Fernando Trueba, 1992)",4
1228,8,Ana Josefa Silva,Radio Bío Bío,Chile,"8. Bullets Over Broadway (Woody Allen, 1994)",3
1229,9,Ana Josefa Silva,Radio Bío Bío,Chile,"9. Wild Tales (Damián Szifron, 2014)",2
1230,10,Ana Josefa Silva,Radio Bío Bío,Chile,"10. Fargo (Joel and Ethan Coen, 1996)",1
1231,1,Namrata Joshi,The Hindu,India,"1. Duck Soup (Leo McCarey, 1933)",10
1232,2,Namrata Joshi,The Hindu,India,"2. Annie Hall (Woody Allen, 1977)",9
1233,3,Namrata Joshi,The Hindu,India,"3. Seven Chances (Buster Keaton, 1925)",8
1234,4,Namrata Joshi,The Hindu,India,"4. The Great Dictator (Charlie Chaplin, 1940)",7
1235,5,Namrata Joshi,The Hindu,India,"5. Jaane Bhi Do Yaaro (Kundan Shah, 1983)",6
1236,6,Namrata Joshi,The Hindu,India,"6. Arsenic and Old Lace (Frank Capra, 1944)",5
1237,7,Namrata Joshi,The Hindu,India,"7. Some Like It Hot (Billy Wilder, 1959)",4
1238,8,Namrata Joshi,The Hindu,India,"8. A Fish Called Wanda (Charles Crichton and John Cleese, 1988)",3
1239,9,Namrata Joshi,The Hindu,India,"9. Chupke Chupke (Hrishikesh Mukherjee, 1975)",2
1240,10,Namrata Joshi,The Hindu,India,"10. Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (Larry Charles, 2006)",1
1241,1,Tara Judah,Cinema Rediscovered,Australia,"1. The Rocky Horror Picture Show (Jim Sharman, 1975)",10
1242,2,Tara Judah,Cinema Rediscovered,Australia,"2. Serial Mom (John Waters, 1994)",9
1243,3,Tara Judah,Cinema Rediscovered,Australia,"3. Polyester (John Waters, 1981)",8
1244,4,Tara Judah,Cinema Rediscovered,Australia,"4. Soapdish (Michael Hoffman, 1991)",7
1245,5,Tara Judah,Cinema Rediscovered,Australia,"5. Airplane! (Jim Abrahams, David Zucker and Jerry Zucker, 1980)",6
1246,6,Tara Judah,Cinema Rediscovered,Australia,"6. Toxic Shock (Vanessa Renwick, 1983)",5
1247,7,Tara Judah,Cinema Rediscovered,Australia,"7. Saddle Sores (Vanalyne Green, 1999)",4
1248,8,Tara Judah,Cinema Rediscovered,Australia,"8. Dear Lorde (Emily Vey Duke and Cooper Battersby, 2015)",3
1249,9,Tara Judah,Cinema Rediscovered,Australia,"9. Pitch Perfect (Jason Moore, 2012)",2
1250,10,Tara Judah,Cinema Rediscovered,Australia,"10. Clue (Jonathan Lynn, 1985)",1
1251,1,Manuel Kalmanovitz G.,Revista Semana,Colombia,"1. Playtime (Jacques Tati, 1967)",10
1252,2,Manuel Kalmanovitz G.,Revista Semana,Colombia,"2. I Was Born, But... (Yasujirō Ozu, 1932)",9
1253,3,Manuel Kalmanovitz G.,Revista Semana,Colombia,"3. The Lady Eve (Preston Sturges, 1941)",8
1254,4,Manuel Kalmanovitz G.,Revista Semana,Colombia,"4. Sherlock Jr (Buster Keaton, 1924)",7
1255,5,Manuel Kalmanovitz G.,Revista Semana,Colombia,"5. The Criminal Life of Archibaldo de la Cruz (Luis Buñuel, 1955)",6
1256,6,Manuel Kalmanovitz G.,Revista Semana,Colombia,"6. The Awful Truth (Leo McCarey, 1937)",5
1257,7,Manuel Kalmanovitz G.,Revista Semana,Colombia,"7. Divorce Italian Style (Pietro Germi, 1961)",4
1258,8,Manuel Kalmanovitz G.,Revista Semana,Colombia,"8. Punch-Drunk Love (Paul Thomas Anderson, 2002)",3
1259,9,Manuel Kalmanovitz G.,Revista Semana,Colombia,"9. Songs from the Second Floor (Roy Andersson, 2000)",2
1260,10,Manuel Kalmanovitz G.,Revista Semana,Colombia,"10. Toni Erdmann (Maren Ade, 2016)",1
1261,1,Dominik Kamalzadeh,Der Standard,Austria,"1. Playtime (Jacques Tati, 1967)",10
1262,2,Dominik Kamalzadeh,Der Standard,Austria,"2. The Heartbreak Kid (Elaine May, 1972)",9
1263,3,Dominik Kamalzadeh,Der Standard,Austria,"3. Husbands (John Cassavetes, 1970)",8
1264,4,Dominik Kamalzadeh,Der Standard,Austria,"4. Groundhog Day (Harold Ramis, 1993)",7
1265,5,Dominik Kamalzadeh,Der Standard,Austria,"5. The Ladies Man (Jerry Lewis, 1961)",6
1266,6,Dominik Kamalzadeh,Der Standard,Austria,"6. Inside Llewyn Davis (Joel and Ethan Coen, 2013)",5
1267,7,Dominik Kamalzadeh,Der Standard,Austria,"7. Dr Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Stanley Kubrick, 1964)",4
1268,8,Dominik Kamalzadeh,Der Standard,Austria,"8. Toni Erdmann (Maren Ade, 2016)",3
1269,9,Dominik Kamalzadeh,Der Standard,Austria,"9. Monkey Business (Howard Hawks, 1952)",2
1270,10,Dominik Kamalzadeh,Der Standard,Austria,"10. Sherlock Jr (Buster Keaton, 1924)",1
1271,1,Toni Kan,Sabinews.com,Nigeria,"1. 48 Hrs. (Walter Hill, 1982)",10
1272,2,Toni Kan,Sabinews.com,Nigeria,"2. Rush Hour (Brett Ratner, 1998)",9
1273,3,Toni Kan,Sabinews.com,Nigeria,"3. Aladdin (Ron Clements and John Musker, 1992)",8
1274,4,Toni Kan,Sabinews.com,Nigeria,"4. The Lion King (Roger Allers and Rob Minkoff, 1994)",7
1275,5,Toni Kan,Sabinews.com,Nigeria,"5. The Little Mermaid (Ron Clements and John Musker, 1989)",6
1276,6,Toni Kan,Sabinews.com,Nigeria,"6. Burn After Reading (Joel and Ethan Coen, 2008)",5
1277,7,Toni Kan,Sabinews.com,Nigeria,"7. Identity Thief (Seth Gordon, 2013)",4
1278,8,Toni Kan,Sabinews.com,Nigeria,"8. It's Complicated (Nancy Meyers, 2009)",3
1279,9,Toni Kan,Sabinews.com,Nigeria,"9. Notting Hill (Roger Michell, 1999)",2
1280,10,Toni Kan,Sabinews.com,Nigeria,"10. The Wedding Party (Kemi Adetiba, 2016)",1
1281,1,Tara Karajica,Fade to Her / Yellow Bread,Serbia,"1. When Harry Met Sally... (Rob Reiner, 1989)",10
1282,2,Tara Karajica,Fade to Her / Yellow Bread,Serbia,"2. Mrs Doubtfire (Chris Columbus, 1993)",9
1283,3,Tara Karajica,Fade to Her / Yellow Bread,Serbia,"3. Les visiteurs (Jean-Marie Poiré, 1993)",8
1284,4,Tara Karajica,Fade to Her / Yellow Bread,Serbia,"4. Arsenic and Old Lace (Frank Capra, 1944)",7
1285,5,Tara Karajica,Fade to Her / Yellow Bread,Serbia,"5. Dr Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Stanley Kubrick, 1964)",6
1286,6,Tara Karajica,Fade to Her / Yellow Bread,Serbia,"6. Young Frankenstein (Mel Brooks, 1974)",5
1287,7,Tara Karajica,Fade to Her / Yellow Bread,Serbia,"7. The Great Dictator (Charlie Chaplin, 1940)",4
1288,8,Tara Karajica,Fade to Her / Yellow Bread,Serbia,"8. His Girl Friday (Howard Hawks, 1940)",3
1289,9,Tara Karajica,Fade to Her / Yellow Bread,Serbia,"9. Some Like It Hot (Billy Wilder, 1959)",2
1290,10,Tara Karajica,Fade to Her / Yellow Bread,Serbia,"10. There's Something About Mary (Bobby and Peter Farrelly, 1998)",1
1291,1,Butheina Kazim,Cinema Akil,UAE,"1. The Big Lebowski (Joel and Ethan Coen, 1998)",10
1292,2,Butheina Kazim,Cinema Akil,UAE,"2. Dumb and Dumber (Peter and Bobby Farrelly, 1994)",9
1293,3,Butheina Kazim,Cinema Akil,UAE,"3. Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (Larry Charles, 2006)",8
1294,4,Butheina Kazim,Cinema Akil,UAE,"4. What We Do in the Shadows (Jemaine Clement and Taika Waititi, 2014)",7
1295,5,Butheina Kazim,Cinema Akil,UAE,"5. The Great Dictator (Charlie Chaplin, 1940)",6
1296,6,Butheina Kazim,Cinema Akil,UAE,"6. Dr Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Stanley Kubrick, 1964)",5
1297,7,Butheina Kazim,Cinema Akil,UAE,"7. 3 Idiots (Rajkumar Hirani, 2009)",4
1298,8,Butheina Kazim,Cinema Akil,UAE,"8. Saidi at the American University (Said Hamed, 1998)",3
1299,9,Butheina Kazim,Cinema Akil,UAE,"9. The Emperor's New Groove (Mark Dindal, 2000)",2
1300,10,Butheina Kazim,Cinema Akil,UAE,"10. The Looney, Looney, Looney Bugs Bunny Movie (Friz Freleng, 1981)",1
1301,1,Glenn Kenny,RogerEbert.com/The New York Times,USA,"1. Sherlock Jr (Buster Keaton, 1924)",10
1302,2,Glenn Kenny,RogerEbert.com/The New York Times,USA,"2. Duck Soup (Leo McCarey, 1933)",9
1303,3,Glenn Kenny,RogerEbert.com/The New York Times,USA,"3. Hellzapoppin' (H. C. Potter, 1941)",8
1304,4,Glenn Kenny,RogerEbert.com/The New York Times,USA,"4. Some Like It Hot (Billy Wilder, 1959)",7
1305,5,Glenn Kenny,RogerEbert.com/The New York Times,USA,"5. Dr Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Stanley Kubrick, 1964)",6
1306,6,Glenn Kenny,RogerEbert.com/The New York Times,USA,"6. Playtime (Jacques Tati, 1967)",5
1307,7,Glenn Kenny,RogerEbert.com/The New York Times,USA,"7. The Producers (Mel Brooks, 1967)",4
1308,8,Glenn Kenny,RogerEbert.com/The New York Times,USA,"8. Animal House (John Landis, 1978)",3
1309,9,Glenn Kenny,RogerEbert.com/The New York Times,USA,"9. Airplane! (Jim Abrahams, David Zucker and Jerry Zucker, 1980)",2
1310,10,Glenn Kenny,RogerEbert.com/The New York Times,USA,"10. Superbad (Greg Mottola, 2007)",1
1311,1,Laura Kern,Film Comment,USA,"1. The Philadelphia Story (George Cukor, 1940)",10
1312,2,Laura Kern,Film Comment,USA,"2. The Miracle of Morgan's Creek (Preston Sturges, 1944)",9
1313,3,Laura Kern,Film Comment,USA,"3. Bringing Up Baby (Howard Hawks, 1938)",8
1314,4,Laura Kern,Film Comment,USA,"4. The Palm Beach Story (Preston Sturges, 1942)",7
1315,5,Laura Kern,Film Comment,USA,"5. Duck Soup (Leo McCarey, 1933)",6
1316,6,Laura Kern,Film Comment,USA,"6. Some Like It Hot (Billy Wilder, 1959)",5
1317,7,Laura Kern,Film Comment,USA,"7. What We Do in the Shadows (Jemaine Clement and Taika Waititi, 2014)",4
1318,8,Laura Kern,Film Comment,USA,"8. The Fatal Glass of Beer (Clyde Bruckman, 1933)",3
1319,9,Laura Kern,Film Comment,USA,"9. The Man with Two Brains (Carl Reiner, 1983)",2
1320,10,Laura Kern,Film Comment,USA,"10. Flirting with Disaster (David O. Russell, 1996)",1
1321,1,Jessica Kiang,Freelance,Germany,"1. The Philadelphia Story (George Cukor, 1940)",10
1322,2,Jessica Kiang,Freelance,Germany,"2. Some Like It Hot (Billy Wilder, 1959)",9
1323,3,Jessica Kiang,Freelance,Germany,"3. This Is Spinal Tap (Rob Reiner, 1984)",8
1324,4,Jessica Kiang,Freelance,Germany,"4. The Apartment (Billy Wilder, 1960)",7
1325,5,Jessica Kiang,Freelance,Germany,"5. Volver (Pedro Almodóvar, 2006)",6
1326,6,Jessica Kiang,Freelance,Germany,"6. Dr Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Stanley Kubrick, 1964)",5
1327,7,Jessica Kiang,Freelance,Germany,"7. The Heartbreak Kid (Elaine May, 1972)",4
1328,8,Jessica Kiang,Freelance,Germany,"8. Ninotchka (Ernst Lubitsch, 1939)",3
1329,9,Jessica Kiang,Freelance,Germany,"9. Songs from the Second Floor (Roy Andersson, 2000)",2
1330,10,Jessica Kiang,Freelance,Germany,"10. Tremors (Ron Underwood, 1990)",1
1331,1,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,"1. To Be or Not To Be (Ernst Lubitsch, 1942)",10
1332,2,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,"2. The Pink Panther (Blake Edwards, 1963)",9
1333,3,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,"3. Some Like It Hot (Billy Wilder, 1959)",8
1334,4,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,"4. Midnight (Mitchell Leisen, 1939)",7
1335,5,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,"5. Bringing Up Baby (Howard Hawks, 1938)",6
1336,6,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,"6. Way Out West (James W. Horne, 1937)",5
1337,7,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,"7. Sherlock Jr. (Buster Keaton, 1924)",4
1338,8,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,"8. La cage aux folles (Édouard Molinaro, 1978)",3
1339,9,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,"9. The Tall Blond Man with One Black Shoe (Yves Robert, 1972)",2
1340,10,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany,"10. There's Something About Mary (Bobby and Peter Farrelly, 1998)",1
1341,1,Nemo Kim,Hankuk University of Foreign Studies,South Korea,"1. Modern Times (Charlie Chaplin, 1936)",10
1342,2,Nemo Kim,Hankuk University of Foreign Studies,South Korea,"2. Life of Brian (Terry Jones, 1979)",9
1343,3,Nemo Kim,Hankuk University of Foreign Studies,South Korea,"3. Withnail and I (Bruce Robinson, 1987)",8
1344,4,Nemo Kim,Hankuk University of Foreign Studies,South Korea,"4. Tootsie (Sydney Pollack, 1982)",7
1345,5,Nemo Kim,Hankuk University of Foreign Studies,South Korea,"5. Nuts in May (Mike Leigh, 1976)",6
1346,6,Nemo Kim,Hankuk University of Foreign Studies,South Korea,"6. A Night at the Opera (Sam Wood and Edmund Goulding, 1935)",5
1347,7,Nemo Kim,Hankuk University of Foreign Studies,South Korea,"7. This Is Spinal Tap (Rob Reiner, 1984)",4
1348,8,Nemo Kim,Hankuk University of Foreign Studies,South Korea,"8. Finding Nemo (Andrew Stanton and Lee Unkrich, 2003)",3
1349,9,Nemo Kim,Hankuk University of Foreign Studies,South Korea,"9. Zoolander (Ben Stiller, 2001)",2
1350,10,Nemo Kim,Hankuk University of Foreign Studies,South Korea,"10. Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (Larry Charles, 2006)",1
1351,1,Uri Klein,Haaretz,Israel,"1. The General (Clyde Bruckman and Buster Keaton, 1926)",10
1352,2,Uri Klein,Haaretz,Israel,"2. Some Like It Hot (Billy Wilder, 1959)",9
1353,3,Uri Klein,Haaretz,Israel,"3. The Lady Eve (Preston Sturges, 1941)",8
1354,4,Uri Klein,Haaretz,Israel,"4. The Philadelphia Story (George Cukor, 1940)",7
1355,5,Uri Klein,Haaretz,Israel,"5. Playtime (Jacques Tati, 1967)",6
1356,6,Uri Klein,Haaretz,Israel,"6. Smiles of a Summer Night (Ingmar Bergman, 1955)",5
1357,7,Uri Klein,Haaretz,Israel,"7. Monsieur Verdoux (Charlie Chaplin, 1947)",4
1358,8,Uri Klein,Haaretz,Israel,"8. Dr Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Stanley Kubrick, 1964)",3
1359,9,Uri Klein,Haaretz,Israel,"9. Bringing Up Baby (Howard Hawks, 1938)",2
1360,10,Uri Klein,Haaretz,Israel,"10. The Nutty Professor (Jerry Lewis, 1963)",1
1361,1,Eric Kohn,Indiewire,USA,"1. City Lights (Charlie Chaplin, 1931)",10
1362,2,Eric Kohn,Indiewire,USA,"2. Dr Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Stanley Kubrick, 1964)",9
1363,3,Eric Kohn,Indiewire,USA,"3. Annie Hall (Woody Allen, 1977)",8
1364,4,Eric Kohn,Indiewire,USA,"4. Modern Times (Charlie Chaplin, 1936)",7
1365,5,Eric Kohn,Indiewire,USA,"5. Brazil (Terry Gilliam, 1985)",6
1366,6,Eric Kohn,Indiewire,USA,"6. Yoyo (Pierre Étaix, 1965)",5
1367,7,Eric Kohn,Indiewire,USA,"7. Office Space (Mike Judge, 1999)",4
1368,8,Eric Kohn,Indiewire,USA,"8. Putney Swope (Robert Downey Sr., 1969)",3
1369,9,Eric Kohn,Indiewire,USA,"9. The Big Lebowski (Joel and Ethan Coen, 1998)",2
1370,10,Eric Kohn,Indiewire,USA,"10. Sullivan’s Travels (Preston Sturges, 1941)",1
1371,1,Dan Kois,Slate,USA,"1. Raising Arizona (Joel and Ethan Coen, 1987)",10
1372,2,Dan Kois,Slate,USA,"2. A Fish Called Wanda (Charles Crichton and John Cleese, 1988)",9
1373,3,Dan Kois,Slate,USA,"3. Broadcast News (James L. Brooks, 1987)",8
1374,4,Dan Kois,Slate,USA,"4. Election (Alexander Payne, 1999)",7
1375,5,Dan Kois,Slate,USA,"5. Galaxy Quest (Dean Parisot, 1999)",6
1376,6,Dan Kois,Slate,USA,"6. Life Is Sweet (Mike Leigh, 1990)",5
1377,7,Dan Kois,Slate,USA,"7. Women on the Verge of a Nervous Breakdown (Pedro Almodóvar, 1988)",4
1378,8,Dan Kois,Slate,USA,"8. Chicken Run (Peter Lord and Nick Park, 2000)",3
1379,9,Dan Kois,Slate,USA,"9. Bull Durham (Ron Shelton, 1988)",2
1380,10,Dan Kois,Slate,USA,"10. Harold and Kumar Go to White Castle (Danny Leiner, 2004)",1
1381,1,Tomris Laffly,Freelance,USA,"1. Manhattan (Woody Allen, 1979)",10
1382,2,Tomris Laffly,Freelance,USA,"2. Mean Girls (Mark Waters, 2004)",9
1383,3,Tomris Laffly,Freelance,USA,"3. It Happened One Night (Frank Capra, 1934)",8
1384,4,Tomris Laffly,Freelance,USA,"4. My Cousin Vinny (Jonathan Lynn, 1992)",7
1385,5,Tomris Laffly,Freelance,USA,"5. When Harry Met Sally... (Rob Reiner, 1989)",6
1386,6,Tomris Laffly,Freelance,USA,"6. Ruthless People (Jim Abrahams, David Zucker and Jerry Zucker, 1986)",5
1387,7,Tomris Laffly,Freelance,USA,"7. Bridesmaids (Paul Feig, 2011)",4
1388,8,Tomris Laffly,Freelance,USA,"8. The Muse (Albert Brooks, 1999)",3
1389,9,Tomris Laffly,Freelance,USA,"9. Playtime (Jacques Tati, 1967)",2
1390,10,Tomris Laffly,Freelance,USA,"10. American Psycho (Mary Harron, 2000)",1
1391,1,Rebecca Laurence,BBC Culture,UK,"1. Some Like It Hot (Billy Wilder, 1959)",10
1392,2,Rebecca Laurence,BBC Culture,UK,"2. The Producers (Mel Brooks, 1967)",9
1393,3,Rebecca Laurence,BBC Culture,UK,"3. Tootsie (Sydney Pollack, 1982)",8
1394,4,Rebecca Laurence,BBC Culture,UK,"4. Airplane! (Jim Abrahams, David Zucker and Jerry Zucker, 1980)",7
1395,5,Rebecca Laurence,BBC Culture,UK,"5. This Is Spinal Tap (Rob Reiner, 1984)",6
1396,6,Rebecca Laurence,BBC Culture,UK,"6. Annie Hall (Woody Allen, 1977)",5
1397,7,Rebecca Laurence,BBC Culture,UK,"7. Planes, Trains and Automobiles (John Hughes, 1987)",4
1398,8,Rebecca Laurence,BBC Culture,UK,"8. Anchorman: The Legend of Ron Burgundy (Adam McKay, 2004)",3
1399,9,Rebecca Laurence,BBC Culture,UK,"9. Best in Show (Christopher Guest, 2000)",2
1400,10,Rebecca Laurence,BBC Culture,UK,"10. Broadcast News (James L Brooks, 1987)",1
1401,1,Richard Lawson,Vanity Fair,USA,"1. Waiting for Guffman (Christopher Guest, 1996)",10
1402,2,Richard Lawson,Vanity Fair,USA,"2. Monty Python and the Holy Grail (Terry Gilliam and Terry Jones, 1975)",9
1403,3,Richard Lawson,Vanity Fair,USA,"3. Wet Hot American Summer (David Wain, 2001)",8
1404,4,Richard Lawson,Vanity Fair,USA,"4. Best in Show (Christopher Guest, 2000)",7
1405,5,Richard Lawson,Vanity Fair,USA,"5. Airplane! (Jim Abrahams, David Zucker and Jerry Zucker, 1980)",6
1406,6,Richard Lawson,Vanity Fair,USA,"6. Clueless (Amy Heckerling, 1995)",5
1407,7,Richard Lawson,Vanity Fair,USA,"7. National Lampoon's Christmas Vacation (Jeremiah Chechik, 1989)",4
1408,8,Richard Lawson,Vanity Fair,USA,"8. Wayne's World (Penelope Spheeris, 1992)",3
1409,9,Richard Lawson,Vanity Fair,USA,"9. Clue (Jonathan Lynn, 1985)",2
1410,10,Richard Lawson,Vanity Fair,USA,"10. The Naked Gun 2½: The Smell of Fear (David Zucker, 1991)",1
1411,1,Diego Lerer,Micropsia,Argentina,"1. Groundhog Day (Harold Ramis, 1993)",10
1412,2,Diego Lerer,Micropsia,Argentina,"2. Playtime (Jacques Tati, 1967)",9
1413,3,Diego Lerer,Micropsia,Argentina,"3. This Is Spinal Tap (Rob Reiner, 1984)",8
1414,4,Diego Lerer,Micropsia,Argentina,"4. The Lady Eve (Preston Sturges, 1941)",7
1415,5,Diego Lerer,Micropsia,Argentina,"5. The Bellboy (Jerry Lewis, 1960)",6
1416,6,Diego Lerer,Micropsia,Argentina,"6. Some Like It Hot (Billy Wilder, 1959)",5
1417,7,Diego Lerer,Micropsia,Argentina,"7. The General (Clyde Bruckman and Buster Keaton, 1926)",4
1418,8,Diego Lerer,Micropsia,Argentina,"8. Airplane! (Jim Abrahams, David Zucker and Jerry Zucker, 1980)",3
