group,year,value,constituencies
Tripura,1962,0,0
Tripura,1963,0,0
Tripura,1964,0,0
Tripura,1965,0,0
Tripura,1966,0,0
Tripura,1967,0,30
Tripura,1968,0,30
Tripura,1969,0,30
Tripura,1970,0,30
Tripura,1971,0,30
Tripura,1972,0,60
Tripura,1973,0,60
Tripura,1974,0,60
Tripura,1975,0,60
Tripura,1976,0,60
Tripura,1977,1,60
Tripura,1978,0,60
Tripura,1979,0,60
Tripura,1980,0,60
Tripura,1981,0,60
Tripura,1982,0,60
Tripura,1983,4,60
Tripura,1984,0,60
Tripura,1985,0,60
Tripura,1986,0,60
Tripura,1987,0,60
Tripura,1988,2,60
Tripura,1989,0,60
Tripura,1990,0,60
Tripura,1991,0,60
Tripura,1992,0,60
Tripura,1993,1,60
Tripura,1994,0,60
Tripura,1995,0,60
Tripura,1996,0,60
Tripura,1997,0,60
Tripura,1998,2,60
Tripura,1999,0,60
Tripura,2000,0,60
Tripura,2001,0,60
Tripura,2002,0,60
Tripura,2003,2,60
Tripura,2004,0,60
Tripura,2005,0,60
Tripura,2006,0,60
Tripura,2007,0,60
Tripura,2008,3,60
Tripura,2009,0,60
Tripura,2010,0,60
Tripura,2011,0,60
Tripura,2012,0,60
Tripura,2013,5,60
Tripura,2014,0,60
Uttarakhand,1947,0,0
Uttarakhand,1948,0,0
Uttarakhand,1949,0,0
Uttarakhand,1950,0,0
Uttarakhand,1951,0,0
Uttarakhand,1952,0,0
Uttarakhand,1953,0,0
Uttarakhand,1954,0,0
Uttarakhand,1955,0,0
Uttarakhand,1956,0,0
Uttarakhand,1957,0,0
Uttarakhand,1958,0,0
Uttarakhand,1959,0,0
Uttarakhand,1960,0,0
Uttarakhand,1961,0,0
Uttarakhand,1962,0,0
Uttarakhand,1963,0,0
Uttarakhand,1964,0,0
Uttarakhand,1965,0,0
Uttarakhand,1966,0,0
Uttarakhand,1967,0,0
Uttarakhand,1968,0,0
Uttarakhand,1969,0,0
Uttarakhand,1970,0,0
Uttarakhand,1971,0,0
Uttarakhand,1972,0,0
Uttarakhand,1973,0,0
Uttarakhand,1974,0,0
Uttarakhand,1975,0,0
Uttarakhand,1976,0,0
Uttarakhand,1977,0,0
Uttarakhand,1978,0,0
Uttarakhand,1979,0,0
Uttarakhand,1980,0,0
Uttarakhand,1981,0,0
Uttarakhand,1982,0,0
Uttarakhand,1983,0,0
Uttarakhand,1984,0,0
Uttarakhand,1985,0,0
Uttarakhand,1986,0,0
Uttarakhand,1987,0,0
Uttarakhand,1988,0,0
Uttarakhand,1989,0,0
Uttarakhand,1990,0,0
Uttarakhand,1991,0,0
Uttarakhand,1992,0,0
Uttarakhand,1993,0,0
Uttarakhand,1994,0,0
Uttarakhand,1995,0,0
Uttarakhand,1996,0,0
Uttarakhand,1997,0,0
Uttarakhand,1998,0,0
Uttarakhand,1999,0,0
Uttarakhand,2000,0,0
Uttarakhand,2001,0,0
Uttarakhand,2002,4,70
Uttarakhand,2003,0,70
Uttarakhand,2004,0,70
Uttarakhand,2005,0,70
Uttarakhand,2006,0,70
Uttarakhand,2007,4,69
Uttarakhand,2008,0,69
Uttarakhand,2009,0,69
Uttarakhand,2010,0,69
Uttarakhand,2011,0,69
Uttarakhand,2012,5,70
Uttarakhand,2013,0,70
Uttarakhand,2014,0,70
Uttar Pradesh,1947,0,0
Uttar Pradesh,1948,0,0
Uttar Pradesh,1949,0,0
Uttar Pradesh,1950,0,0
Uttar Pradesh,1951,0,347
Uttar Pradesh,1952,0,347
Uttar Pradesh,1953,0,347
Uttar Pradesh,1954,0,347
Uttar Pradesh,1955,0,347
Uttar Pradesh,1956,0,347
Uttar Pradesh,1957,18,341
Uttar Pradesh,1958,0,341
Uttar Pradesh,1959,0,341
Uttar Pradesh,1960,0,341
Uttar Pradesh,1961,0,341
Uttar Pradesh,1962,20,430
Uttar Pradesh,1963,0,430
Uttar Pradesh,1964,0,430
Uttar Pradesh,1965,0,430
Uttar Pradesh,1966,0,430
Uttar Pradesh,1967,6,425
Uttar Pradesh,1968,0,425
Uttar Pradesh,1969,18,425
Uttar Pradesh,1970,0,425
Uttar Pradesh,1971,0,425
Uttar Pradesh,1972,0,425
Uttar Pradesh,1973,0,425
Uttar Pradesh,1974,21,425
Uttar Pradesh,1975,0,425
Uttar Pradesh,1976,0,425
Uttar Pradesh,1977,11,425
Uttar Pradesh,1978,0,425
Uttar Pradesh,1979,0,425
Uttar Pradesh,1980,23,425
Uttar Pradesh,1981,0,425
Uttar Pradesh,1982,0,425
Uttar Pradesh,1983,0,425
Uttar Pradesh,1984,0,425
Uttar Pradesh,1985,31,425
Uttar Pradesh,1986,0,425
Uttar Pradesh,1987,0,425
Uttar Pradesh,1988,0,425
Uttar Pradesh,1989,18,425
Uttar Pradesh,1990,0,425
Uttar Pradesh,1991,10,419
Uttar Pradesh,1992,0,419
Uttar Pradesh,1993,14,422
Uttar Pradesh,1994,0,422
Uttar Pradesh,1995,0,422
Uttar Pradesh,1996,20,424
Uttar Pradesh,1997,0,424
Uttar Pradesh,1998,0,424
Uttar Pradesh,1999,0,424
Uttar Pradesh,2000,0,424
Uttar Pradesh,2001,0,424
Uttar Pradesh,2002,26,403
Uttar Pradesh,2003,0,403
Uttar Pradesh,2004,0,403
Uttar Pradesh,2005,0,403
Uttar Pradesh,2006,0,403
Uttar Pradesh,2007,23,403
Uttar Pradesh,2008,0,403
Uttar Pradesh,2009,0,403
Uttar Pradesh,2010,0,403
Uttar Pradesh,2011,0,403
Uttar Pradesh,2012,35,403
Uttar Pradesh,2013,0,403
Uttar Pradesh,2014,0,403
West Bengal,1947,0,0
West Bengal,1948,0,0
West Bengal,1949,0,0
West Bengal,1950,0,0
West Bengal,1951,0,187
West Bengal,1952,0,187
West Bengal,1953,0,187
West Bengal,1954,0,187
West Bengal,1955,0,187
West Bengal,1956,0,187
West Bengal,1957,6,195
West Bengal,1958,0,195
West Bengal,1959,0,195
West Bengal,1960,0,195
West Bengal,1961,0,195
West Bengal,1962,10,252
West Bengal,1963,0,252
West Bengal,1964,0,252
West Bengal,1965,0,252
West Bengal,1966,0,252
West Bengal,1967,9,280
West Bengal,1968,0,280
West Bengal,1969,7,280
West Bengal,1970,0,280
West Bengal,1971,0,280
West Bengal,1972,0,280
West Bengal,1973,0,280
West Bengal,1974,0,280
West Bengal,1975,0,280
West Bengal,1976,0,280
West Bengal,1977,3,294
West Bengal,1978,0,294
West Bengal,1979,0,294
West Bengal,1980,0,294
West Bengal,1981,0,294
West Bengal,1982,5,294
West Bengal,1983,0,294
West Bengal,1984,0,294
West Bengal,1985,0,294
West Bengal,1986,0,294
West Bengal,1987,12,294
West Bengal,1988,0,294
West Bengal,1989,0,294
West Bengal,1990,0,294
West Bengal,1991,21,294
West Bengal,1992,0,294
West Bengal,1993,0,294
West Bengal,1994,0,294
West Bengal,1995,0,294
West Bengal,1996,20,294
West Bengal,1997,0,294
West Bengal,1998,0,294
West Bengal,1999,0,294
West Bengal,2000,0,294
West Bengal,2001,28,294
West Bengal,2002,0,294
West Bengal,2003,0,294
West Bengal,2004,0,294
West Bengal,2005,0,294
West Bengal,2006,37,294
West Bengal,2007,0,294
West Bengal,2008,0,294
West Bengal,2009,0,294
West Bengal,2010,0,294
West Bengal,2011,34,294
West Bengal,2012,0,294
West Bengal,2013,0,294
West Bengal,2014,0,294
